Problem statement ID,Title,Description,Tags
RUTH328,Use of Digital Technology to calculate water footprints for different daily use items,"The water footprint measures the amount of water used to produce each of the goods and services we use. The water footprint helps us understand for what purposes our limited freshwater resources are being consumed and polluted. The impact of it depends on where the water is taken from and when if it comes from a place where water is already scarce, the consequences can be significant and require action. The increase in the amount of non- available water due to pollution and scarce groundwater level has added more water footprints, at the community as well as at the personal levels. An increased water footprint directly affects the health and future of the citizens. Preventing severe drought in water-stressed areas is only going to be possible if water is used with more care and efficiency, this can be done if we have readily available data on water footprints. Hence by using digital technologies like AI, Big Data, Blockchain, etc, and computer languages, a user-friendly app or website may be developed which can provide the water footprints of different items/ final products we use in daily life by feeding little inputs or just by scanning through the camera like Google lens. The app should support local languages, this will ensure pan-India usage and sensitize the people about the water footprints of items they use in daily life.","Clean & Green Technology, Software"
RUTH329,Development of gamified platform on Children's Rights to increase legal literacy and awareness among children in India,"To create a fun, interactive, and engaging gamified platform that educates children in India about their rights and empowers them to stand up for themselves and others. Target audience: The platform is intended for children between the ages of 8 and 16, and will be designed to be inclusive and accessible to all children regardless of their socio-economic background, gender, or other demographic factors. Key features: 1 Interactive gameplay that is based on real-life scenarios and challenges related to child rights, using storytelling, visualizations, and immersive experiences to educate children on their legal rights and procedures. 2. Modular and adaptive learning modules that provide progressive and personalized learning paths, catering to individual user needs and preferences. 3. Accessible and user-friendly design, incorporating multimedia elements and language translation features to promote inclusivity and accessibility. 4. Social and community features enable children to connect and collaborate with other users, legal experts, and organizations, creating a sense of community and empowerment. 5. Integration with child rights organizations and support services, enabling children to access legal advice and assistance as needed. Deliverables: 1. A functional prototype of the gamified platform, demonstrating key features and functionality. 2. User testing and feedback data, indicating the effectiveness and usability of the platform. 3. A comprehensive report and presentation on the development process, including design decisions, technical challenges, and ethical considerations. Expected impact: 4. Increased legal literacy and awareness among children in India, enabling them to make informed decisions about their rights and responsibilities. 5. Empowerment of children to stand up for their rights and the rights of others, leading to greater social justice and equity. 6. Enhanced engagement and participation of children in legal processes and systems, leading to more effective and equitable outcomes.","Smart Education, Software"
RUTH330,Development of e-Portal for facilitating Case Management Hearing of various types of cases,"Case Management Hearing, known as a Pre-Trial Conference"" in other jurisdictions""","Miscellaneous, Software"
RUTH331,Natural language translation engine for announcements and information dissemination at stations,"Design ofa system to provide information in a desired Indian language on demand by passengers and other customers, in written and oral form. The system should be extendable to foreign languages for tourists as and when required. Limited vocabulary systems for commonly required railway information services are acceptable. Scope ofthe system - announcements at stations, information over IVRS, information through chatbots and web interfaces. constraints to be considered - voice recognition in different languages; noisy ambience at stations; adequate computing power for on-the-fly content generation; delivery on mobile devices.","Smart Automation, Software"
RUTH332,Chatbot to Known Individual Prakriti (Phenotype),"Ayurveda is a natural health care system that emphasizes the treatment of disease in a highly individualized manner as it believes that every individual is unique having a different constitution. It classifies all individuals into different 'Prakruti' types based on the theory of tridosha and each type has a varying degree of predisposition to different diseases. This is independent of racial, ethnic, or geographical considerations. Knowing which particular Prakruti one belongs to, enables them to decide the preference of food which suits them best. By following the rules and regulations regarding food and lifestyle, one can prevent themselves from getting inflicted with various diseases. But, Prakruti assessment is a tedious process that requires the individual to visit the physician followed by a long list of questions in order to reach a conclusion. In order to make this process more convenient, the development of a self- assessment tool with the help of artificial intelligence may prove to be a stepping stone. A Chatbot which has pre-recorded questionnaire may help in the Prakruti assessment depending upon the responses given by an individual.","MedTech / BioTech / HealthTech, Software"
RUTH333,Identification of Different Medicinal Plants/Raw materials through Image Processing Using Machine Learning Algorithms,"India, with a rich heritage of floral diversity, is well-known for its medicinal plant wealth, but their identification is one of the major burning issues in Ayurvedic Pharmaceutics. Several crude drugs are being sold under the same name in the market leading to confusion and their misidentification. Even the collectors and traders are not completely aware of the exact morphological appearance or differentiating attributes of the many drugs owing to seasonal and geographical availability, and similar characteristics. Moreover, the extensive consumption to meet demand-supply ratio exerts a heavy strain on the existing resources. It further leads to the practice of adulteration, substitution, and disbelief in the curative capability of the system eventually. Thus, software capable of identifying different medicinal plants/ raw materials through Image Processing Using Different Machine Learning Algorithms will be of immense use. It will be helpful at every level viz. wholesaler, distributor, etc. of the supply chain of raw material being utilized in the system.","MedTech / BioTech / HealthTech, Software"
RUTH334,PG dissertation Management System Description,"PG dissertation is the partial requirement for the fulfillment of Pg degree. During 1st year of post graduation, student select PG dissertation topic and carry out research under supervision of PG guide and submit dissertation during final year of evaluation. The following are the major steps of the dissertation: Selection of topics: 1. As per the thrust ideas of research of a particular department. 2. Maintaining student guide ratio. 3. To avoid duplication. Approvals and ethical issues. Monitoring research progress. Evaluation of dissertation. Publication if any, out of dissertation research. Maintenance of database of all dissertations under various categories with search option. With holding of university final year results in case of disapproval of PG dissertation. Managing and monitoring all the above aspects throughout the country maybe a herculean task. An application to ease the process and improve the quality of research is essential.","Smart Education, Software"
RUTH335,Application for Assessment of Quality of Textbook/ Reference Books/ E- Book,"The medical students aiming to be good physicians, need to select a standard medical textbook. It is evident that there are several books made available in ASU (Ayurveda, Unani, Siddha) medical systems and every book claims that the book has been written as per CCIM or NCISM syllabus. Amongst some are good and some are of poor quality and were written with vested interest. Due to this, students are trapped by substandard books that leads to poor quality standard among students. Identifying this issue and its impact on medical on the medical system, NCISM constituted an expert committee for the development of an assessment scale for textbooks/ reference books. The expert committee after thorough deliberations developed the assessment scale for the quality assessment of textbooks/ reference books. This assessment scale serves the purpose of:- ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢Selection of quality textbooks by teachers for their students. Serving as a reference for textbook writers. ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ Providing criteria to recommend for inclusion in the list of recommended apex/ regulatory bodies. The assessment process requires a review of the books by reviewers (subject-wise reviewers located across the country, 3 reviewers per book) and summarizing the reviewer's remarks and decision by the committee. The development of an application on this will help to get reviews from people around the world online and also will help to summarize all the reviewed data in a faster mode.","Smart Education, Software"
RUTH336,Domestic Waste Management,"Improper waste disposal not only contributes to environmental pollution but also affects the overall cleanliness and hygiene of a neighborhood. The challenge is to develop innovative solutions that address the specific issue of neighbors disposing of waste bags irresponsibly, causing litter and unsightly conditions. Participants are encouraged to propose and implement ideas that tackle this challenge and promote responsible waste management practices within the community. The solutions should focus on: Awareness and Education: Develop educational campaigns or initiatives to raise awareness among neighbors about the importance of proper waste disposal. This can include distributing informative materials, organizing community workshops, or leveraging digital platforms to educate residents about waste management best practices. Behavioral Change: Design strategies to encourage neighbors to adopt responsible waste disposal habits. This can involve implementing incentive programs, creating friendly competitions, or establishing neighborhood agreements that promote and reward responsible waste management behaviors. Community Engagement: Foster a sense of community ownership by engaging residents in waste management activities. This can involve organizing neighborhood clean-up drives, establishing community composting initiatives, or facilitating recycling programs to encourage active participation and responsibility among neighbors. Infrastructure Improvement: Propose solutions that address the lack of proper waste management infrastructure in the neighborhood. This can include advocating for the installation of additional waste bins, implementing a neighborhood waste collection system, or collaborating with local authorities to improve waste disposal facilities. Technology and Innovation: Leverage technology to support responsible waste management practices. This can involve developing mobile applications for waste collection scheduling and reminders, implementing smart waste bins with sensors and monitoring capabilities, or using blockchain technology to track and incentivize proper waste disposal. By addressing these aspects, the proposed solutions will contribute to overcoming the challenge of neighbors disposing of waste bags irresponsibly and promoting a cleaner, more sustainable neighborhood. The solutions should be practical, scalable, and feasible to implement within a residential community, fostering positive behavioral changes and encouraging a collective effort toward responsible waste management.","Clean & Green Technology, Software"
RUTH337,Air and water quality index and environment monitoring,"Considering the importance of air and water to human existence, air pollution and water pollution are critical issues that require collective effort for prevention and control. Different types of anthropogenic activities have resulted in environmental dilapidation and ruin. One of the tools that can be used for such a campaign is Air Quality Index (AQI). The AQI was based on the concentrations of different pollutants: We are also familiar with the Water Quality Index (WQI), which in simple terms tells what the quality of drinking water is from a drinking water supply. There is a need for constant and continuous environment monitoring of air quality and water quality for the development of AQI and WQI, which in turn will enable clear communication of how clean or unhealthy the air and water in the study area is.","Agriculture, FoodTech & Rural Development, Software"
RUTH338,"Chatbot to respond to text queries pertaining to various Acts, Rules, and Regulations applicable to Mining industries","A Chatbot is a computer program that uses Artificial Intelligence (AI) and Natural Language Processing (NLP) to understand customer questions and automate responses to them, imitating human conversation. As of now, various Acts, Rules and Regulations, DGMS Circulars, CoI Proceedings, etc. are applicable to Mining industries. These are some of the Acts and Rules: The Coal Mines Act, 1952 Indian Explosives Act, 1884 Colliery Control Order, 2000 Colliery Control Rules, 2004 The Coal Mines Regulations, 2017 The Payment of Wages (Mines) Rules, 1956 Additionally, land-related laws i.e. CBA, LA, RandR related queries can also be incorporated to develop Robust Management Information System. Hence it is proposed to make a chatbot available 24/7 for stakeholders and customers which can answer all their queries regarding the rules, acts, and circulars","Smart Automation, Software"
RUTH339,Analysis and identification of malicious mobile applications,"ln today's world, using different mobile applications for specific tasks is very common. This leads to smart phone users accumulating too many applications over a period. Seldom do users delete unused applications. Any application performing malicious tasks can very easily go unnoticed. So, there is a need to develop a mobile app tool that can use open-source intelligence and threat feeds to detect various indicators of compromise in the smartphones. The tool can check network communication to various lP addresses that are suspicious, various URLs that are suspicious, inbound connections or packets from applications that are suspicious.","Blockchain & Cybersecurity, Software"
RUTH340,lntelligent chatbot to answer queries pertaining to various Maintenance Processes within Substation,"Substation Asset Maintenance includes various maintenance activities for various equipment classes such as Transformer, Reactors, Circuit Breaker, lnstrument Transformers, Surge Arrestors etc. Maintenance activity for all these equipments include carrying out various tests and checks for which procedures along with acceptable limits are documented. Need is for creating an intelligent chatbot based on natural language processing which may aid in answering user queries pertaining to various maintenance activities. Examples of such queries include steps to carry out a test, its probable values/ acceptable limits, actions to resolve any issue faced during maintenance. The chatbot should have features for semantic processing of queries. It should also includes industrial standards and safety guidelines and test equipment to follow that activity","Smart Education, Software"
RUTH341,Student Innovation,"Technology ideas in tertiary sectors like Hospitality, Financial Services, Entertainment and Retail.","Miscellaneous, Software"
RUTH342,Student Innovation,"Disaster Management includes ideas related to risk mitigation and Planning before,after or Duration of Disaster","Disaster Management, Software"
RUTH343,Integration of AI for Adaptive Learning for MCQ Selection in PARAKH,"All India Council for Technical Education (AICTE) has implemented a large-scale program to assess and improve the skills of engineering students in India in AICTE Approved Technical Institutions across the country. In respect of analysis, each of the online assessments (including those testing academic skills and those testing higher order thinking skills) is used for comparing student outcomes. More specifically, each of the Online assessments will be considered as unidimensional, reliable, and good at measuring a range of student ability. The vast majority of the items should also demonstrate psychometric characteristics of students. A Questions bank is already prepared and random selection of questions has been selected for the assessment. However, for the further development PARAKH teams needs a web-based adaptive multiple-choice question (MCQ) testing system that delivers MCQ assessments to users over the internet and adapts the questions based on the user's performance and abilities. A Pre-assessment or initial knowledge assessment can be designed to gauge the user's baseline knowledge; an initial assessment may be conducted. This assessment can consist of a set of MCQs covering different topics or difficulty levels. Based on that result a final assessment can be prepared. The system employs an adaptive algorithm that analyzes the user's responses, time spent on each question and level of difficulty and number of time questions has been asked in the past and also for performance data from the pre-assessment to determine their knowledge level and proficiency in specific areas. The algorithm uses this information to select subsequent questions that appropriately assessment to the students. Based on the adaptive algorithm, the system selects the next set of MCQs from a question bank. The questions chosen may vary in difficulty and content based on the student's performance. For example, if the student answers a question correctly, the platform may present a more challenging question next, while an incorrect answer may result in an easier question. AI based question generation should be integrated in the portal so that no random question is picked from the database and overall performance will be low.","Smart Automation, Software"
RUTH344,Virtual Reality-Based Training for CBRN Disaster Response,"A virtual reality-based training for CBRN (Chemical, Biological, Radiological, and Nuclear) disaster response for NDRF is a training program that may uses virtual reality technology to simulate various CBRN emergency scenarios. It may designed to train NDRF personnel to respond effectively to such emergencies, as currently there is no system available to train them in this regard. Virtual reality-based training immerses trainees in realistic scenarios that simulate the effects of CBRN emergencies. The technology allows trainees to experience the situations as if they were real without exposing them to actual risks. Through the use of specialized software and equipment, trainees can interact with virtual objects, practice rescue techniques. and learn to handle hazardous materials and situations. This type of training can be particularly useful for NDRF rescuers who may face hazardous and high-risk situations during CBRN emergencies. It can help them to gain the necessary skills. knowledge, and confidence to manage such emergencies effectively, which can ultimately save lives and minimize damage. Overall, the development of a virtual reality-based training program for CBRN disaster response for NDRF may be a necessary step to improve the training and preparedness of NDRF personnel for CBRN emergencies.","Disaster Management, Software"
RUTH345,Web /Mobile based tool for mapping of Water supply network,Jal Jeevan Mission was launched with the vision of providing drinking water in adequate quantity of prescribed quality on regular and long-term basis to every rural household. A cost effective technology is required for providing web/ mobile based tool for mapping of water supply network through creating geospatial database of all major structure of Water supply system with provision with grievance redrassal and IoT system for alert monitoring.,"Miscellaneous, Software"
RUTH346,Deep learning for terrain recognition,"Vision based methods using deep learning such as CNN to perform terrain recognition (sandy/rocky/grass/marshy) enhanced with implicit quantities information such as the roughness, slipperiness, an important aspect for high-level environment perception.","Miscellaneous, Software"
RUTH347,Lean module for reasoning about computational complexity in GPTs,"Formalization of mathematics and computer science is in vogue. Formalization means to express mathematical concepts, definitions, theorems, and proofs in a way that can be checked by a computer for correctness. Lean theorem prover is interactive and based on dependent type theory which is a powerful and expressive framework for formalizing computer science. It has been used for example in formalization of number theory. Similarly, it can be used to formalize the notion of computational complexity of generalized probabilistic theories (GPTs). Some of the relevant computational complexity classes are BGP (=AWPP), BQP, BPP, PP, PSPACE. We can formalize the notions of these computational complexity classes and the relations among them in lean. We can also move further on to formalize the notion of higher order interference in physical theories and formalize some theorems related to it. The exact problem is to write relevant lean module(s) containing the basic definitions, results in GPTs and tools for reasoning about computational complexity in GPTs. The developed module can further be used to give formal proofs for theorems and lemmas.","Miscellaneous, Software"
RUTH348,Domain Name Server (DNS) Filtering Service using Threat Intelligence feeds and AI/ML Techniques,"DNS Filtering service helps block malicious domains and prevent malware from communicating with Command-and-control servers. It also aids in blocking phishing attacks, playing a crucial role in enhancing security and ensuring appropriate content access. The solution should provide a secure DNS resolver that blocks resolution of malicious domain names. It should be capable of detecting and filtering malicious domains using blacklists, threat intelligence feeds with support for STIX/TAXII protocol, and leveraging AL/ML for identifying malicious domains generated using domain generation algorithms or any other techniques employed by botnets. The solution should also be able to detect attempts at DNS tunnelling employed by malwares. It should allow the resolution of non-malicious domain names while blocking the resolution of malicious domains. Furthermore, the solution should support DNS over UDP, DNS over DTLS and DNS over HTTPS for DNS resolution. It should be scalable to handle a large volume of DNS queries and maintain an average DNS lookup time within 100 milliseconds. Additionally, the solution should support DNS caching for faster resolution. The solution should be capable of conducting both active analysis of DNS queries to filter malicious domains and passive analysis of DNS data provided in PCAP format or Zeek TSV format for the detection of malicious domains. It should also provide a web interface for monitoring statistics on malicious domains identified in DNS queries, as well as source IP addresses that generated those queries.","Space Technology, Software"
RUTH349,"Development of UT (user terminal) to UT Voice, Image, Video and Data Communication APP (Android or iOS) using Bluetooth 2.0 or above wireless interface and custom protocol","Two-way voice, video and data Communication between two UTs through BLE (Bluetooth) needs to be addressed using Custom Protocol (with minimum signalling overheads). The APP should establish a BLE connection among peer UT as part of initialization and thereafter carry out full-duplex communication using a custom protocol format viz- Header Payload. The size of header should not be more than 1/8th of Payload size and the delay/latency in voice or data communication should be less than 200ms. The header should contain a Unique word with advanced features so as to facilitate synchronization with minimal false detection probability. It is expected that the application uses a standard ITU vocoder and maintains a constant transfer rate between UT’s. This is an essential feature for the end application. UI- The UI should have options for voice, Image, Video or data transfer. It is also expected to have a built-in dialer, contact list wherein each UT is assigned a unique ID/Contact ID through which communication could be established. Note- The custom protocol and sample data will be made available after proposal evaluation.","Space Technology, Software"
RUTH350,Identification of place names from a natural language sentence.,"Building a geospatial querying system based on natural language requires identifying geospatial entities by their names. The scope of this work involves automatically identifying names of places from a sentence. A universe of canonical names (single way of spelling and correct spelling) will be provided in the form of tables. For example, a Country, City and State table containing the possible universe of names. It should take into account spelling errors in the names and multiple ways of spelling and mentioning the same entity in the query and map it to a canonical name. For example- Given an input- Which of the following saw the highest average temperature in January, Maharashtra, Ahmedabad or entire New-Zealand? Here, first the system should use NLP to filter out words that are not names of places, then it must do a fuzzy match to find candidate canonical names in tables and report the output. Output- Token- Maharashtra, Canonical name: Maharashtra, table- State Token: Ahmedabad, Canonical name- ahmedabad, table- City Token- New-Zealand, Canonical name: new zealand, table- Country Please note that the query need not be a question. It can also be an imperative sentence for example. Show me a graph of rainfall for Chennai for the month of October.","Space Technology, Software"
